Date,0,1,2,3,4,5,6,7
2007-12-31,0.0073025480484538215,0.007957833028996483,0.008098124668813073,0.008160420202743705,0.00817927392126657,0.008185732287033197,0.008187899569186016,0.008188622976488548
2008-03-31,0.006440142712374194,0.007845460374994936,0.008057678157012459,0.008137895486696864,0.008175401441598663,0.008183407456725387,0.008187369895073281,0.00818838823402811
2008-06-30,0.004556648959544881,0.006883320325253118,0.007832642395004,0.008032858721401314,0.00814877819941236,0.008172192716043435,0.008184208877941912,0.008187179796898616
2008-09-30,0.0021407845001316103,0.0075030171798213105,0.007616135214542825,0.008085184304135967,0.008131658614633082,0.008175590136329656,0.008183012774600318,0.008187369254905666
2008-12-31,-0.012626750007019454,0.004269782082454005,0.006343782034383825,0.0076742445096857565,0.007992095919126828,0.008129822271346412,0.008167273824704953,0.008182238892839321
2009-03-31,-0.006588065626072829,0.002329443555458075,0.007167197791968197,0.007479111541763484,0.008059231997469744,0.008117831462439187,0.008171906184748777,0.00818163545893115
2009-06-30,-0.005642012272838808,0.0046084262647020395,0.006860620548165208,0.007762845145650703,0.008041486069064489,0.008141269608308827,0.008172473591632107,0.00818361337284897
2009-09-30,0.002914295219543288,0.007058768404308635,0.007538955802098008,0.008065904737616425,0.008120021214489796,0.008173246435552985,0.008181868998391247,0.008187061975876157
2009-12-31,0.013722400064323027,0.007911631664025314,0.008786304432735956,0.008182954259035766,0.00824342403064069,0.00819258509531488,0.008193882533814298,0.008189698785687803
2010-03-31,0.009013879526667103,0.008634505975572311,0.008247321772424711,0.00823946135676385,0.008197261141719765,0.008193936936371595,0.008190112427079548,0.008189493862749806
2010-06-30,0.01322858742836223,0.008501764840256207,0.008599740408838426,0.008254783528885725,0.00822894256308946,0.00819769708707285,0.008193131778301645,0.008190052830593188
2010-09-30,0.00995960569898856,0.00814709294956486,0.008460944334495563,0.008182806684287178,0.00821469498168783,0.008190387975667651,0.008191247119361693,0.008189301212017925
2010-12-31,0.008972702730601922,0.008224387456112182,0.008256952759342708,0.008197450522692381,0.00819552009857474,0.008190212977657665,0.0081896463095865,0.008189143484188477
2011-03-31,0.009565726677496611,0.00825536037676965,0.008237483241221252,0.008212095528364539,0.008193480800758712,0.008191331630727636,0.008189595449415126,0.008189225410740556
2011-06-30,0.009590339095929752,0.007531722364604241,0.008192674383357624,0.008145914577830279,0.008184324546425325,0.008184977805280894,0.008188303449675322,0.008188579369820303
2011-09-30,0.006272878970140194,0.007829958919718964,0.008015098915563268,0.00814202577145731,0.008170511354332121,0.00818354298444024,0.008186960889796672,0.008188363244350677
2011-12-30,0.010025461060258908,0.007479760747652486,0.008324724218543314,0.008133106351926518,0.008196814063812627,0.008184810889523372,0.008189315070952757,0.008188657927040849
2012-03-30,0.008526592118415667,0.00840712772550303,0.00826839254503753,0.008206942535524134,0.008198117441488205,0.00819120107096468,0.008189930310246661,0.008189255739116354
2012-06-29,0.007923027372552155,0.00833461959692822,0.008110554363902515,0.008208203810468878,0.008182248844617868,0.008190147673434844,0.008188530841389256,0.008189041571893686
2012-09-28,0.006849870507080251,0.007118802929343512,0.00820415170005561,0.008060290354682047,0.008184220825117099,0.008177566541865215,0.008187571359133894,0.008187924312169307
2012-12-31,0.007186596830491351,0.007686082205784674,0.007996568891959417,0.008144721195053502,0.008167193971408167,0.008183562493520192,0.008186719017641765,0.0081883337841516
2013-03-29,0.009434339290642316,0.007499445464106155,0.0082950990904571,0.008129058411423225,0.008194302101519627,0.008184270688436576,0.008189046184512782,0.008188593236908442
2013-06-28,0.008191024766847433,0.008179045257734942,0.008208931518144915,0.008185662348557108,0.008190924921951597,0.00818883798111487,0.00818913214974685,0.008188988359451504
2013-09-30,0.006706798869660297,0.007211757366408993,0.008062003812798146,0.008082689068278266,0.008170885170353404,0.008178491116621313,0.008186566590579519,0.008187906075405274
2013-12-31,0.007734852412189838,0.007921693857000624,0.008200111070825092,0.008153983778161455,0.008188612509593674,0.008185940999852703,0.008188679964458545,0.008188711017608163
2014-03-31,0.0069664232073033145,0.007926196542130119,0.008078138573405091,0.008155903755840755,0.008176947803903878,0.008185236256230508,0.008187648684460196,0.008188561906992324
2014-06-30,0.01168800794751822,0.0074070917976635075,0.008441693988033381,0.008139468708260803,0.008207019117192875,0.008186147655945157,0.008190308077815178,0.008188847496226413
2014-09-30,0.007479462856686213,0.008523161044260881,0.008160813158168485,0.008213842512709945,0.008188754383483026,0.008191086758313523,0.008189128619539564,0.00818917954534093
